decision_id,green_cell,duration_sec,density_norm_at_start,elapsed_sec
0,1,49.375,0.3333333333333333,65.0027277469635
1,2,57.261905329568044,0.23809523809523808,114.4099006652832
2,3,90.0,0.7142857142857143,171.7098183631897
