frame_idx,timestamp,density_lane_0,avg_speed_lane_0,density
1,0.030301884062665325,0,0.0,0
2,0.06060376812533065,0,0.0,0
3,0.09090565218799598,0,0.0,0
4,0.1212075362506613,0,0.0,0
5,0.15150942031332665,0,0.0,0
6,0.18181130437599197,0,0.0,0
7,0.21211318843865729,7,0.0,7
8,0.2424150725013226,7,0.0,7
9,0.2727169565639879,7,0.0,7
10,0.3030188406266533,6,11.567117447669558,6
11,0.3333207246893186,6,3.387224939833566,6
12,0.36362260875198393,8,1.6435736594952164,8
13,0.39392449281464925,8,0.4455168520901717,8
14,0.42422637687731457,8,0.5940224694535623,8
15,0.4545282609399799,8,12.753281288817687,8
16,0.4848301450026452,8,3.379953795320848,8
17,0.5151320290653105,8,1.0745967422820675,8
18,0.5454339131279758,8,0.0,8
19,0.5757357971906412,8,0.0,8
20,0.6060376812533066,8,6.142819295389053,8
21,0.6363395653159719,9,2.2093261337098533,9
22,0.6666414493786372,9,1.0333914694619961,9
23,0.6969433334413025,9,0.3960149796357082,9
24,0.7272452175039679,9,0.5280199728476109,9
25,0.7575471015666332,9,11.43729325859926,9
26,0.7878489856292985,9,2.998978348444346,9
27,0.8181508696919638,8,1.4076414820469754,8
28,0.8484527537546291,8,0.6555355102540681,8
29,0.8787546378172945,8,0.5940224694535623,8
30,0.9090565218799598,8,12.197915260422867,8
31,0.9393584059426251,9,4.478485085332006,9
32,0.9696602900052904,9,1.561411442309607,9
33,0.9999621740679558,9,0.714703224548852,9
34,1.030264058130621,9,0.26400998642380546,9
35,1.0605659421932865,9,8.25220115835925,9
36,1.0908678262559517,9,3.6433749823486323,9
37,1.1211697103186171,9,1.1107182041845602,9
38,1.1514715943812823,9,0.5280199728476109,9
39,1.1817734784439478,9,0.3960149796357082,9
40,1.2120753625066132,10,7.547227249884672,10
41,1.2423772465692784,10,2.8952231297466087,10
42,1.2726791306319438,10,1.2168717429376261,10
43,1.302981014694609,10,0.2868194204218296,10
44,1.3332828987572745,10,0.23760898778142492,10
45,1.3635847828199397,10,11.405596671308789,10
46,1.393886666882605,10,4.3804440816304995,10
47,1.4241885509452703,10,1.6989711590414047,10
48,1.4544904350079357,10,0.9504359511256995,10
49,1.484792319070601,10,0.47521797556284984,10
50,1.5150942031332664,10,8.431378868127993,10
51,1.5453960871959316,10,2.751197808012545,10
52,1.575697971258597,10,1.195707246887888,10
53,1.6059998553212624,10,0.23760898778142492,10
54,1.6363017393839276,10,0.11880449389071246,10
55,1.666603623446593,10,7.000584727927094,10
56,1.6969055075092583,10,3.165068897065766,10
57,1.7272073915719237,10,1.5240747919693587,10
58,1.757509275634589,10,0.7128269633442746,10
59,1.7878111596972543,10,0.8316314572349871,10
60,1.8181130437599196,10,8.567389277416527,10
61,1.848414927822585,9,2.800057275768537,9
62,1.8787168118852502,9,1.561411442309607,9
63,1.9090186959479156,9,0.9240349524833191,9
64,1.9393205800105808,9,0.924034952483319,9
65,1.9696224640732463,9,5.974424239034242,9
66,1.9999243481359117,9,2.5209329315085944,9
67,2.030226232198577,10,1.647251852566353,10
68,2.060528116261242,10,0.7408728999349414,10
69,2.0908300003239075,10,0.7813167112707529,10
70,2.121131884386573,10,7.603273807919247,10
71,2.1514337684492384,10,2.5936151910195866,10
72,2.1817356525119034,10,1.2660821755780307,10
73,2.212037536574569,10,0.9300523225157965,10
74,2.2423394206372342,10,0.5940224694535623,10
75,2.2726413046998997,9,13.155561345917059,9
76,2.3029431887625647,9,3.401482083733622,9
77,2.33324507282523,9,1.5387629660763813,9
78,2.3635469568878955,9,0.8231921110388237,9
79,2.393848840950561,9,0.7147032245488522,9
80,2.4241507250132264,9,6.778529170569239,9
81,2.4544526090758914,9,2.6127948958414233,9
82,2.484754493138557,9,1.0645536212294036,9
83,2.515056377201222,9,0.7920299592714164,9
84,2.5453582612638876,9,0.5280199728476109,9
85,2.5756601453265526,10,8.218140777069006,10
86,2.605962029389218,10,3.080706659879687,10
87,2.6362639134518835,10,1.5309562325102877,10
88,2.666565797514549,10,0.8112478286250842,10
89,2.696867681577214,10,0.8316314572349872,10
90,2.7271695656398793,10,17.64658802018797,10
91,2.7574714497025448,9,2.2642793312270615,9
92,2.78777333376521,9,0.9013864762500935,9
93,2.8180752178278756,9,0.5280199728476109,9
94,2.8483771018905406,9,0.13200499321190273,9
95,2.878678985953206,9,7.889993906937248,9
96,2.9089808700158715,9,3.386601970394172,9
97,2.939282754078537,8,1.3471045255462633,8
98,2.969584638141202,8,0.29701123472678115,8
99,2.9998865222038673,8,0.14850561736339057,8
100,3.0301884062665327,8,10.464100759002342,8
101,3.060490290329198,8,3.769566440455546,8
102,3.090792174391863,9,1.6080822552349174,9
103,3.1210940584545286,9,2.9624520895509057,9
104,3.151395942517194,9,2.65557649511437,9
105,3.1816978265798594,9,16.294585851940752,9
106,3.211999710642525,9,2.9919751807992205,9
107,3.24230159470519,9,1.0560399456952219,9
108,3.2726034787678553,9,0.3960149796357082,9
109,3.3029053628305207,9,0.26400998642380546,9
110,3.333207246893186,10,6.746357776784957,10
111,3.363509130955851,10,3.0808683344226537,10
112,3.3938110150185166,10,1.6848903813121148,10
113,3.424112899081182,11,5.491832607896094,11
114,3.4544147831438474,11,1.6838830875416206,11
115,3.4847166672065124,11,9.692589747492125,11
116,3.515018551269178,11,2.4069717139052957,11
117,3.5453204353318433,11,1.1337163018842944,11
118,3.5756223193945087,11,0.6896238848367303,11
119,3.605924203457174,11,0.9809754595832789,11
120,3.636226087519839,11,8.055094955271851,11
121,3.6665279715825045,11,3.449691366367255,11
122,3.69682985564517,11,1.6270270148558643,11
123,3.7271317397078354,11,1.0518268256626941,11
124,3.7574336237705004,11,0.5507149387738705,11
125,3.787735507833166,11,5.9800295480620775,11
126,3.8180373918958312,11,3.0871061697051676,11
127,3.8483392759584967,11,1.949459066493008,11
128,3.8786411600211617,11,1.34801067190044,11
129,3.908943044083827,11,1.5719884983422752,11
130,3.9392449281464925,11,27.368209827096873,11
131,3.969546812209158,11,2.934583827989116,11
132,3.9998486962718234,11,1.126912293730542,11
133,4.030150580334489,10,0.23760898778142492,10
134,4.060452464397154,10,0.0,10
135,4.090754348459819,10,6.763873786525442,10
136,4.121056232522484,10,3.0211452078007683,10
137,4.15135811658515,10,2.056946375593212,10
138,4.181660000647815,10,1.0692404450164121,10
139,4.2119618847104805,10,1.0776836204370102,10
140,4.242263768773146,11,4.956801172076044,11
141,4.272565652835811,11,2.5864950249135394,11
142,4.302867536898477,11,2.003451641885992,11
143,4.333169420961142,11,0.8717082968602707,11
144,4.363471305023807,11,0.9087694397873676,11
145,4.393773189086472,11,6.821365720590615,11
146,4.424075073149138,11,3.1374972499601523,11
147,4.454376957211803,11,1.8321802281214277,11
148,4.4846788412744685,11,0.9720367681967382,11
149,4.514980725337134,11,1.110293865942618,11
150,4.545282609399799,10,7.896850936468984,10
151,4.575584493462465,10,2.9525088978871272,10
152,4.605886377525129,10,1.5105726039003844,10
