frame_idx,timestamp,density_lane_0,avg_speed_lane_0,density
1,0.030379727551604015,0,0.0,0
2,0.06075945510320803,0,0.0,0
3,0.09113918265481205,0,0.0,0
4,0.12151891020641606,0,0.0,0
5,0.15189863775802007,0,0.0,0
6,0.1822783653096241,0,0.0,0
7,0.2126580928612281,0,0.0,0
8,0.24303782041283212,0,0.0,0
9,0.2734175479644361,0,0.0,0
10,0.30379727551604013,1,0.0,1
11,0.3341770030676442,1,15.405009778479403,1
12,0.3645567306192482,1,5.299484470573681,1
13,0.3949364581708522,1,1.1850007521907235,1
14,0.4253161857224562,1,0.0,1
15,0.4556959132740602,1,40.80947150201041,1
16,0.48607564082566423,1,15.898453411721043,1
17,0.5164553683772682,1,5.299484470573681,1
18,0.5468350959288723,1,1.6758441351704405,1
19,0.5772148234804763,1,0.0,1
20,0.6075945510320803,1,29.625018804768082,1
21,0.6379742785836844,1,10.124650864921632,1
22,0.6683540061352884,1,3.747301405935451,1
23,0.6987337336868924,1,1.1850007521907235,1
24,0.7291134612384964,1,0.0,1
25,0.7594931887901004,1,14.31841856746466,1
26,0.7898729163417044,1,6.381424347125399,1
27,0.8202526438933084,1,1.1850007521907235,1
28,0.8506323714449124,1,1.1850007521907235,1
29,0.8810120989965164,1,1.1850007521907235,1
30,0.9113918265481205,2,78.78250046489516,2
31,0.9417715540997245,2,27.97105525586663,2
32,0.9721512816513285,3,15.507291878159915,3
33,1.0025310092029325,3,18.18885302186909,3
34,1.0329107367545365,3,6.369187664059512,3
35,1.0632904643061405,3,21.265579112018738,3
36,1.0936701918577445,3,10.422390555977158,3
37,1.1240499194093485,3,6.006321734157761,3
38,1.1544296469609525,3,4.423228223425326,3
39,1.1848093745125565,3,3.6036290095574492,3
40,1.2151891020641605,3,16.7483210989073,3
41,1.2455688296157645,3,8.146437530159973,3
42,1.2759485571673688,3,4.788629761748173,3
43,1.3063282847189728,3,4.872362651761028,3
44,1.3367080122705768,3,3.642741742253786,3
45,1.3670877398221808,3,23.825944509017315,3
46,1.3974674673737848,3,12.349990080133479,3
47,1.4278471949253888,4,7.592744249556197,4
48,1.4582269224769928,4,5.244982425561546,4
49,1.4886066500285968,4,3.714183167056059,4
50,1.5189863775802008,2,68.21048338044453,2
51,1.5493661051318048,2,4.220442762145451,2
52,1.5797458326834088,2,3.783212549658061,2
53,1.6101255602350129,2,2.4429416338593652,2
54,1.6405052877866169,2,2.4429416338593652,2
55,1.6708850153382209,2,23.45169743273268,2
56,1.7012647428898249,2,10.34788260959219,2
57,1.7316444704414289,2,5.670913214808154,2
58,1.762024197993033,2,3.834742987477564,2
59,1.792403925544637,2,2.4429416338593652,2
60,1.822783653096241,2,19.32300887052522,2
61,1.853163380647845,2,8.824365980984764,2
62,1.883543108199449,2,4.894821682489039,2
63,1.913922835751053,2,3.834742987477564,2
64,1.944302563302657,2,3.035442009954727,2
65,1.974682290854261,2,49.75722448043064,2
66,2.005062018405865,2,10.500586397796262,2
67,2.035441745957469,2,3.783212549658061,2
68,2.065821473509073,2,2.022922819775944,2
69,2.096201201060677,2,0.0,2
70,2.126580928612281,2,16.10335382538468,2
71,2.156960656163885,2,9.158464241205781,2
72,2.187340383715489,2,6.387196550104236,2
73,2.2177201112670932,2,5.654825808556177,2
74,2.248099838818697,2,5.478383643814093,2
75,2.2784795663703012,1,10.124650864921632,1
76,2.308859293921905,1,9.771766535437461,1
77,2.3392390214735093,1,11.24190421780635,1
78,2.369618749025113,1,9.771766535437461,1
79,2.3999984765767173,1,10.124650864921632,1
80,2.430378204128321,1,0.0,1
81,2.4607579316799253,1,8.5451619469741,1
82,2.491137659231529,1,2.6497422352868405,1
83,2.5215173867831333,1,1.1850007521907235,1
84,2.5518971143347375,1,0.0,1
85,2.5822768418863413,1,31.10485899783485,1
86,2.6126565694379456,1,12.37177106616071,1
87,2.6430362969895493,1,3.747301405935451,1
88,2.6734160245411536,1,2.370001504381447,1
89,2.7037957520927574,1,1.1850007521907235,1
90,2.7341754796443616,1,29.147164588155245,1
91,2.7645552071959654,1,9.553781496089268,1
92,2.7949349347475696,1,5.299484470573681,1
93,2.8253146622991734,1,1.1850007521907235,1
94,2.8556943898507776,1,0.0,1
95,2.8860741174023814,1,32.925113154531026,1
96,2.9164538449539856,1,12.200329461347081,1
97,2.9468335725055894,1,5.299484470573681,1
98,2.9772133000571936,1,1.1850007521907235,1
99,3.0075930276087974,1,0.0,1
100,3.0379727551604017,1,38.68986624880333,1
101,3.0683524827120054,1,14.31841856746466,1
102,3.0987322102636097,1,4.27258097348705,1
103,3.1291119378152135,1,2.6497422352868405,1
104,3.1594916653668177,1,0.0,1
105,3.1898713929184215,1,37.86443641636733,1
106,3.2202511204700257,1,14.989205623741803,1
107,3.2506308480216295,1,4.27258097348705,1
108,3.2810105755732337,1,2.370001504381447,1
109,3.3113903031248375,1,0.0,1
110,3.3417700306764417,1,42.02995708571763,1
111,3.372149758228046,1,15.405009778479403,1
112,3.4025294857796498,1,4.8858832677187305,1
113,3.432909213331254,1,2.370001504381447,1
114,3.4632889408828578,1,1.1850007521907235,1
115,3.493668668434462,2,37.92874374334871,2
116,3.524048395986066,2,8.253037606023515,2
117,3.55442812353767,2,5.891984846669043,2
118,3.584807851089274,2,4.512348429481307,2
119,3.615187578640878,2,5.062325432460816,2
120,3.645567306192482,3,23.572628913954293,3
121,3.675947033744086,3,8.82668593641579,3
122,3.70632676129569,4,5.908499587015229,4
123,3.736706488847294,4,3.538492799429884,4
124,3.767086216398898,4,2.8274129042780887,4
125,3.797465943950502,4,17.017895260927244,4
126,3.827845671502106,3,4.983233539972077,3
127,3.85822539905371,3,5.375929161841694,3
128,3.888605126605314,3,5.159595085680962,3
129,3.918984854156918,3,5.398511628277029,3
130,3.949364581708522,3,5.470302304036918,3
131,3.979744309260126,2,2.4429416338593652,2
132,4.01012403681173,2,2.370001504381447,2
133,4.040503764363334,2,2.4429416338593652,2
134,4.070883491914938,2,2.466151079063087,2
135,4.101263219466542,2,85.57570500702661,2
136,4.131642947018146,2,5.633653807422064,2
137,4.16202267456975,2,3.627942386050089,2
138,4.192402402121354,2,2.962501880476809,2
139,4.222782129672958,2,2.4429416338593652,2
140,4.253161857224562,2,34.118169118975366,2
141,4.283541584776167,2,14.279111674832915,2
142,4.31392131232777,2,7.219832381903999,2
143,4.344301039879374,2,3.6948726220248673,2
144,4.374680767430978,2,3.035442009954727,2
145,4.405060494982583,3,8.32455658960718,3
146,4.4354402225341865,3,7.423350552125889,3
147,4.46581995008579,3,7.108777550548204,3
148,4.496199677637394,3,6.3912383124626055,3
149,4.526579405188999,3,5.993331396786974,3
150,4.5569591327406025,3,30.403781664784194,3
151,4.587338860292206,3,7.557668393568122,3
152,4.61771858784381,3,3.301875669129006,3
153,4.648098315395415,3,2.5822427183599648,3
154,4.6784780429470185,3,1.5800010029209648,3
155,4.708857770498622,2,31.374965586726077,2
156,4.739237498050226,1,6.909682381379605,1
157,4.769617225601831,1,3.747301405935451,1
158,4.7999969531534346,1,0.0,1
159,4.830376680705038,1,1.1850007521907235,1
160,4.860756408256642,1,22.793944581757994,1
161,4.891136135808247,1,8.5451619469741,1
162,4.921515863359851,1,2.6497422352868405,1
163,4.951895590911454,1,1.1850007521907235,1
164,4.982275318463058,1,1.1850007521907235,1
165,5.012655046014663,1,22.264142792626913,1
166,5.043034773566267,1,7.9492267058605215,1
167,5.07341450111787,1,2.370001504381447,1
168,5.103794228669475,1,1.6758441351704405,1
169,5.134173956221079,1,0.0,1
170,5.164553683772683,1,25.109715757629925,1
171,5.194933411324286,1,8.626935694828537,1
172,5.225313138875891,1,3.747301405935451,1
173,5.255692866427495,1,1.1850007521907235,1
174,5.286072593979099,1,0.0,1
175,5.3164523215307025,1,25.109715757629925,1
176,5.346832049082307,1,9.771766535437461,1
177,5.377211776633911,1,3.747301405935451,1
178,5.407591504185515,1,1.1850007521907235,1
179,5.4379712317371185,1,0.0,1
180,5.468350959288723,1,26.23110984154815,1
181,5.498730686840327,1,10.124650864921632,1
182,5.529110414391931,1,3.747301405935451,1
183,5.5594901419435345,1,1.6758441351704405,1
184,5.589869869495139,1,0.0,1
185,5.620249597046743,1,30.3739525947649,1
186,5.650629324598347,1,11.24190421780635,1
187,5.6810090521499506,3,3.747301405935451,3
188,5.711388779701555,3,0.5586147117234802,3
189,5.741768507253159,3,0.0,3
190,5.772148234804763,4,11.744201765127622,4
191,5.802527962356367,4,4.820363361885079,4
192,5.832907689907971,4,1.9873066764651304,4
193,5.863287417459575,4,0.5925003760953618,4
194,5.893667145011179,4,0.0,4
195,5.9240468725627835,4,12.787585186309528,4
196,5.954426600114387,4,4.923733068304496,4
197,5.984806327665991,4,2.0049705948556253,4
198,6.015186055217595,4,0.5925003760953618,4
199,6.0455657827691995,4,0.0,4
200,6.075945510320803,3,15.102522359563709,3
201,6.106325237872407,3,5.734792815535752,3
202,6.136704965424011,3,2.1323478804074303,3
203,6.167084692975616,3,0.9536149624537215,3
204,6.197464420527219,3,0.3950002507302412,3
205,6.227844148078823,3,23.495384810717194,3
206,6.258223875630427,3,9.391348194282287,3
207,6.288603603182032,2,1.3248711176434202,2
208,6.318983330733635,2,0.8379220675852203,2
209,6.349363058285239,2,0.0,2
210,6.379742785836843,2,11.179274737640167,2
211,6.410122513388448,2,4.27258097348705,2
212,6.440502240940051,2,1.6758441351704405,2
213,6.470881968491655,2,0.0,2
214,6.501261696043259,2,0.0,2
215,6.531641423594864,2,14.3306722441339,2
216,6.5620211511464674,2,5.299484470573681,2
217,6.592400878698071,2,2.136290486743525,2
218,6.622780606249675,2,0.5925003760953618,2
219,6.65316033380128,2,0.5925003760953618,2
220,6.6835400613528835,1,26.311286625086243,1
221,6.713919788904487,1,10.193761912034779,1
222,6.744299516456092,1,3.747301405935451,1
223,6.774679244007696,1,1.6758441351704405,1
224,6.8050589715592995,1,0.0,1
225,6.835438699110903,1,30.90103901539485,1
226,6.865818426662508,1,12.200329461347081,1
227,6.896198154214112,1,4.27258097348705,1
228,6.9265778817657155,1,1.6758441351704405,1
229,6.956957609317319,1,0.0,1
230,6.987337336868924,1,33.390957839779155,1
231,7.017717064420528,1,13.2487111764342,1
232,7.048096791972132,1,5.299484470573681,1
233,7.078476519523735,1,0.0,1
234,7.10885624707534,1,1.1850007521907235,1
235,7.139235974626944,1,31.48625269194418,1
236,7.169615702178548,1,12.37177106616071,1
237,7.199995429730151,1,3.747301405935451,1
238,7.230375157281756,1,2.370001504381447,1
239,7.26075488483336,1,1.1850007521907235,1
240,7.291134612384964,1,35.98189952799267,1
241,7.321514339936567,1,13.870078198369448,1
242,7.351894067488172,1,4.8858832677187305,1
243,7.382273795039776,1,1.1850007521907235,1
244,7.41265352259138,1,0.0,1
245,7.4430332501429834,1,39.39125023244758,1
246,7.473412977694588,1,14.989205623741803,1
247,7.503792705246192,2,4.8858832677187305,2
