frame_idx,timestamp,density,avg_speed_lane_0
1,0.030301884,0,0
2,0.060603768,0,0
3,0.090905652,0,0
4,0.121207536,0,0
5,0.15150942,0,0
6,0.181811304,0,0
7,0.212113188,7,0
8,0.242415073,7,0
9,0.272716957,7,0
10,0.303018841,6,11.56711745
11,0.333320725,6,3.38722494
12,0.363622609,8,1.643573659
13,0.393924493,8,0.445516852
14,0.424226377,8,0.594022469
15,0.454528261,8,12.75328129
16,0.484830145,8,3.257903798
17,0.515132029,8,1.074596742
18,0.545433913,8,0
19,0.575735797,8,0.148505617
20,0.606037681,8,6.100325112
21,0.636339565,9,2.270839175
22,0.666641449,9,1.033391469
23,0.696943333,9,0.39601498
24,0.727245218,9,0.39601498
25,0.757547102,9,11.35909889
26,0.787848986,9,2.998978348
27,0.81815087,8,1.407641482
28,0.848452754,8,0.65553551
29,0.878754638,8,0.594022469
30,0.909056522,8,12.19791526
31,0.939358406,9,4.478485085
32,0.96966029,9,1.561411442
33,0.999962174,9,0.714703225
34,1.030264058,9,0.264009986
35,1.060565942,9,8.252201158
36,1.090867826,9,3.643374982
37,1.12116971,9,1.110718204
38,1.151471594,9,0.528019973
39,1.181773478,9,0.39601498
40,1.212075363,10,7.54722725
41,1.242377247,10,2.89522313
42,1.272679131,10,1.216871743
43,1.302981015,10,0.28681942
44,1.333282899,10,0.237608988
45,1.363584783,10,11.40559667
46,1.393886667,10,4.380444082
47,1.424188551,10,1.698971159
48,1.454490435,10,0.950435951
49,1.484792319,10,0.475217976
50,1.515094203,10,8.431378868
51,1.545396087,10,2.751197808
52,1.575697971,10,1.195707247
53,1.605999855,10,0.237608988
54,1.636301739,10,0.118804494
55,1.666603623,10,7.000584728
56,1.696905508,10,3.165068897
57,1.727207392,10,1.524074792
58,1.757509276,10,0.712826963
59,1.78781116,10,0.831631457
60,1.818113044,10,8.567389277
61,1.848414928,9,2.800057276
62,1.878716812,9,1.561411442
63,1.909018696,9,0.924034952
64,1.93932058,9,0.924034952
65,1.969622464,9,5.974424239
66,1.999924348,9,2.520932932
67,2.030226232,10,1.647251853
68,2.060528116,10,0.7408729
69,2.09083,10,0.781316711
70,2.121131884,10,7.603273808
71,2.151433768,10,2.593615191
72,2.181735653,10,1.266082176
73,2.212037537,10,0.930052323
74,2.242339421,10,0.594022469
75,2.272641305,9,13.28640337
76,2.302943189,9,3.401482084
77,2.333245073,9,1.538762966
78,2.363546957,9,0.823192111
79,2.393848841,9,0.714703225
80,2.424150725,9,6.778529171
81,2.454452609,9,2.480789903
82,2.484754493,9,1.064553621
83,2.515056377,9,0.792029959
84,2.545358261,9,0.528019973
85,2.575660145,10,8.218140777
86,2.605962029,10,2.961902166
87,2.636263913,10,1.649760726
88,2.666565798,10,0.811247829
89,2.696867682,10,0.831631457
90,2.727169566,10,17.64658802
91,2.75747145,9,2.322793662
92,2.787773334,9,0.846708218
93,2.818075218,9,0.528019973
94,2.848377102,9,0.132004993
95,2.878678986,9,7.889993907
96,2.90898087,9,3.38660197
97,2.939282754,8,1.347104526
98,2.969584638,8,0.297011235
99,2.999886522,8,0.148505617
100,3.030188406,8,10.46747415
101,3.06049029,8,3.76956644
102,3.090792174,9,1.608082255
103,3.121094058,9,2.96245209
104,3.151395943,9,2.523571502
105,3.181697827,9,16.29888377
106,3.211999711,9,2.991975181
107,3.242301595,9,1.056039946
108,3.272603479,9,0.39601498
109,3.302905363,9,0.132004993
110,3.333207247,10,6.75457611
111,3.363509131,10,3.080868334
112,3.393811015,10,1.684890381
113,3.424112899,11,5.539707969
114,3.454414783,11,1.632890476
115,3.484716667,11,9.692589747
116,3.515018551,11,2.43246802
117,3.545320435,11,1.133716302
118,3.575622319,11,0.689623885
119,3.605924203,11,0.98097546
120,3.636226088,11,8.055094955
121,3.666527972,11,3.449691366
122,3.696829856,11,1.671763772
123,3.72713174,11,1.051826826
124,3.757433624,11,0.550714939
125,3.787735508,11,6.037041021
126,3.818037392,11,2.979102084
127,3.848339276,11,2.057463152
128,3.87864116,11,1.348010672
129,3.908943044,11,1.463984413
130,3.939244928,11,27.45697346
131,3.969546812,11,2.934583828
132,3.999848696,11,1.126912294
133,4.03015058,10,0.237608988
134,4.060452464,10,0
135,4.090754348,10,6.763873787
136,4.121056233,10,3.021145208
137,4.151358117,10,2.056946376
138,4.181660001,10,1.188044939
139,4.211961885,10,1.196488114
140,4.242263769,11,4.809169874
141,4.272565653,11,2.586495025
142,4.302867537,11,2.003451642
143,4.333169421,11,0.979712382
144,4.363471305,11,1.016773525
145,4.393773189,11,6.579861244
146,4.424075073,11,3.226260884
147,4.454376957,11,1.832180228
148,4.484678841,11,0.864032683
149,4.514980725,11,1.218297951
150,4.545282609,10,8.010545712
151,4.575584493,10,2.952508898
152,4.605886378,10,1.510572604
153,4.636188262,11,18.51857768
154,4.666490146,11,1.643872081
155,4.69679203,11,8.326929325
156,4.727093914,11,4.440332384
157,4.757395798,12,2.838090684
158,4.787697682,12,1.967278028
159,4.817999566,12,1.785530831
160,4.84830145,12,8.283843041
161,4.878603334,11,3.387293719
162,4.908905218,11,2.381370107
163,4.939207102,11,1.948643886
164,4.969508986,11,1.535867996
165,4.99981087,10,6.705431262
166,5.030112754,10,3.890585553
167,5.060414638,10,2.263093636
168,5.090716523,10,1.927063783
169,5.121018407,10,1.689454795
170,5.151320291,10,16.81187355
171,5.181622175,10,3.701487884
172,5.211924059,10,2.76548627
173,5.242225943,10,2.09507871
174,5.272527827,10,1.787094793
175,5.302829711,8,6.305549423
176,5.333131595,8,2.125673054
177,5.363433479,8,1.014059786
178,5.393735363,8,0.297011235
179,5.424037247,8,0.297011235
180,5.454339131,8,5.154738731
181,5.484641015,8,2.097258329
182,5.514942899,9,0.742528087
183,5.545244783,9,0.528019973
184,5.575546668,9,0.132004993
185,5.605848552,9,5.579116423
186,5.636150436,9,2.131569992
187,5.66645232,9,11.52311312
188,5.696754204,9,1.703002561
189,5.727056088,9,0.549441434
190,5.757357972,9,41.73114929
191,5.787659856,9,4.042947959
192,5.81796174,9,2.990794775
193,5.848263624,9,1.828865828
194,5.878565508,8,0.297011235
195,5.908867392,9,10.06532078
196,5.939169276,9,2.891237941
197,5.96947116,9,2.324142994
198,5.999773044,9,1.931964087
199,6.030074928,9,1.765227646
200,6.060376813,9,16.10170206
201,6.090678697,8,2.630346471
202,6.120980581,7,1.328646175
203,6.151282465,7,0.848603528
204,6.181584349,7,0.339441411
205,6.211886233,7,7.397772935
206,6.242188117,7,2.367747192
207,6.272490001,7,1.638968117
208,6.302791885,7,0.339441411
209,6.333093769,7,0.509162117
210,6.363395653,7,5.851185355
211,6.393697537,7,2.440403577
212,6.423999421,8,1.198991093
213,6.454301305,8,0.594022469
214,6.484603189,8,0.358524276
215,6.514905073,8,7.139143874
216,6.545206958,8,3.122501555
217,6.575508842,8,1.494634059
218,6.605810726,8,0.445516852
219,6.63611261,8,0.717048551
220,6.666414494,8,7.589657937
221,6.696716378,8,2.813028679
222,6.727018262,8,1.669595296
223,6.757320146,8,0.926091125
224,6.78762203,8,0.358524276
225,6.817923914,8,32.88773919
226,6.848225798,8,3.133901632
227,6.878527682,8,1.61766014
228,6.908829566,8,0.297011235
229,6.93913145,8,0.297011235
230,6.969433334,8,7.664741639
231,6.999735218,8,3.711973986
232,7.030037103,8,1.643139676
233,7.060338987,8,1.202749893
234,7.090640871,8,0.804041128
235,7.120942755,7,7.374944184
236,7.151244639,6,2.653217714
237,7.181546523,6,1.434097102
238,7.211848407,6,0.594022469
239,7.242150291,6,0.792029959
240,7.272452175,6,8.646485236
241,7.302754059,7,3.50137452
242,7.333055943,7,0.819484058
243,7.363357827,7,0.678882822
244,7.393659711,7,0.579462735
245,7.423961595,6,11.01708825
246,7.454263479,6,2.482346846
247,7.484565363,6,1.236089612
248,7.514867248,6,0.280024878
249,7.545169132,6,0.39601498
250,7.575471016,6,6.265518733
251,7.6057729,6,2.703629601
252,7.636074784,6,0.792029959
253,7.666376668,6,0.478032367
254,7.696678552,6,0
255,7.726980436,6,5.36941205
256,7.75728232,6,2.902938537
257,7.787584204,6,0.676039857
258,7.817886088,6,0.19800749
259,7.848187972,6,0.19800749
260,7.878489856,6,6.292339046
261,7.90879174,6,2.810552652
262,7.939093624,6,0.758057245
263,7.969395508,6,0.39601498
264,7.999697393,6,0.19800749
265,8.029999277,6,6.294130159
266,8.060301161,6,1.748594617
267,8.090603045,7,1.072054837
268,8.120904929,7,0.339441411
269,8.151206813,7,0.169720706
270,8.181508697,7,6.403308732
271,8.211810581,7,2.207030559
272,8.242112465,7,1.397831268
273,8.272414349,7,0
274,8.302716233,7,0.339441411
275,8.333018117,7,7.027807458
276,8.363320001,8,27.57304486
277,8.393621885,9,1.346128441
278,8.423923769,9,0.63737649
279,8.454225653,9,0.505371497
280,8.484527538,9,6.498568385
281,8.514829422,9,2.357765787
282,8.545131306,9,1.384109497
283,8.57543319,9,0.769381483
284,8.605735074,9,0.63737649
285,8.636036958,8,7.325323196
286,8.666338842,8,2.771226372
287,8.696640726,8,1.188044939
288,8.72694261,8,0.952546745
289,8.757244494,8,0.445516852
290,8.787546378,8,8.354656049
291,8.817848262,8,2.855283759
292,8.848150146,8,1.555171015
293,8.87845203,8,0.65553551
294,8.908753914,8,0.358524276
295,8.939055798,8,9.390641638
296,8.969357683,8,3.762923769
297,8.999659567,8,1.459576638
298,9.029961451,8,0.480574273
299,9.060263335,8,0.210018658
300,9.090565219,6,7.922918047
301,9.120867103,6,3.378358764
302,9.151168987,8,1.270062327
303,9.181470871,8,0.507029893
304,9.211772755,8,0.445516852
305,9.242074639,7,19.55521223
306,9.272376523,7,6.965346526
307,9.302678407,7,2.715531289
308,9.332980291,7,0.409742029
309,9.363282175,7,0.339441411
310,9.393584059,7,8.380530791
311,9.423885943,7,4.354972682
312,9.454187828,7,2.27666979
313,9.484489712,7,1.575921803
314,9.514791596,7,1.544292012
315,9.54509348,7,15.65662277
316,9.575395364,7,1.608733122
317,9.605697248,7,1.059505382
318,9.635999132,7,0.339441411
319,9.666301016,7,0.339441411
320,9.6966029,7,9.800486243
321,9.726904784,7,3.887007646
322,9.757206668,9,1.228110563
323,9.787508552,9,0.528019973
