frame_idx,timestamp,density_lane_0,avg_speed_lane_0,density
1,0.03333333333333333,0,0.0,0
2,0.06666666666666667,0,0.0,0
3,0.1,0,0.0,0
4,0.13333333333333333,0,0.0,0
5,0.16666666666666666,0,0.0,0
6,0.2,0,0.0,0
7,0.23333333333333334,12,0.0,12
8,0.26666666666666666,12,0.0,12
9,0.3,12,0.0,12
10,0.3333333333333333,12,3.4613379332479908,12
11,0.36666666666666664,12,1.2716091184042764,12
12,0.4,13,0.9372792206135787,13
13,0.43333333333333335,13,0.0,13
14,0.4666666666666667,13,0.08307692307692308,13
15,0.5,13,2.980398344186589,13
16,0.5333333333333333,13,1.1780590060383742,13
17,0.5666666666666667,13,1.0028271720626702,13
18,0.6,13,0.36671928056638026,13
19,0.6333333333333333,13,0.3323076923076923,13
20,0.6666666666666666,13,3.6164617558559655,13
21,0.7,13,1.2076585801404003,13
22,0.7333333333333333,13,1.0859040951395935,13
23,0.7666666666666667,13,0.40113086882506815,13
24,0.8,13,0.16615384615384615,13
25,0.8333333333333334,13,3.230674316386446,13
26,0.8666666666666667,13,1.2859234890606617,13
27,0.9,13,0.8022617376501362,13
28,0.9333333333333333,13,0.3180539457481451,13
29,0.9666666666666667,13,0.4153846153846154,13
30,1.0,12,4.090154360141997,12
31,1.0333333333333334,12,1.6347163154254891,12
32,1.0666666666666667,12,1.0791634306423115,12
33,1.1,12,0.3972792206135786,12
34,1.1333333333333333,12,0.18000000000000002,12
35,1.1666666666666667,13,4.574621820261118,13
36,1.2,13,3.2187969397269183,13
37,1.2333333333333334,13,1.6024673082898302,13
38,1.2666666666666666,13,0.435542457083756,13
39,1.3,13,0.36671928056638026,13
40,1.3333333333333333,15,5.951489170367458,15
41,1.3666666666666667,15,2.26161906014867,15
42,1.4,15,1.3190636100659658,15
43,1.4333333333333333,15,0.41964675298172577,15
44,1.4666666666666666,15,0.21600000000000003,15
45,1.5,13,3.9088627286839346,13
46,1.5333333333333334,12,2.1582748159070095,12
47,1.5666666666666667,12,1.1655760157656792,12
48,1.6,12,1.066665697502733,12
49,1.6333333333333333,12,0.8662784501970968,12
50,1.6666666666666667,14,7.561914412003395,14
51,1.7,14,2.418452839477532,14
52,1.7333333333333334,15,1.6206260639656378,15
53,1.7666666666666666,15,0.9026374361216803,15
54,1.8,15,0.9618109540108024,15
55,1.8333333333333333,15,4.628890661621389,15
56,1.8666666666666667,16,2.4240364449016183,16
57,1.9,16,1.6528198018884965,16
58,1.9333333333333333,16,1.3206715668877582,16
59,1.9666666666666666,16,1.3285885260291077,16
60,2.0,16,4.34302314333838,16
61,2.033333333333333,16,2.548647018792731,16
62,2.066666666666667,16,1.9110502031910765,16
63,2.1,16,1.8119736627364693,16
64,2.1333333333333333,16,1.712129606829521,16
65,2.1666666666666665,15,4.370769455672346,15
66,2.2,15,2.405491344627678,15
67,2.2333333333333334,15,2.150356879755304,15
68,2.2666666666666666,15,1.5208815893667031,15
69,2.3,15,1.6338663369109045,15
70,2.3333333333333335,15,9.02760228992647,15
71,2.3666666666666667,15,2.4161280341818365,15
72,2.4,15,1.856289349041405,15
73,2.433333333333333,15,1.2504659725505423,15
74,2.466666666666667,15,1.4470346948620274,15
75,2.5,14,11.301219322371026,14
76,2.533333333333333,14,1.303168286082253,14
77,2.566666666666667,17,0.7444502902187654,17
78,2.6,17,0.4710206263154673,17
79,2.6333333333333333,17,0.40749121455076137,17
80,2.6666666666666665,17,10.650611490499333,17
81,2.7,17,4.18220209697891,17
82,2.7333333333333334,18,1.7703634405860946,18
83,2.7666666666666666,18,0.49416407864998746,18
84,2.8,18,0.42000000000000004,18
85,2.8333333333333335,18,5.40325537254523,18
86,2.8666666666666667,18,2.5855263414269483,18
87,2.9,18,1.9224978336205574,18
88,2.933333333333333,18,1.2868505964447605,18
89,2.966666666666667,18,1.1669929445994773,18
90,3.0,18,3.5015044877122596,18
91,3.033333333333333,18,2.0955731163219053,18
92,3.066666666666667,18,1.4669929445994778,18
93,3.1,18,1.0963042095070792,18
94,3.1333333333333333,18,1.0221401308570917,18
95,3.1666666666666665,18,4.528856189625446,18
96,3.2,18,2.3580337847847463,18
97,3.2333333333333334,18,1.9430865786510145,18
98,3.2666666666666666,18,1.2021401308570918,18
99,3.3,18,1.4210146750947479,18
100,3.3333333333333335,17,5.01698058700746,17
101,3.3666666666666667,17,2.324577218797016,17
102,3.4,18,2.245574427502723,18
103,3.433333333333333,18,1.8021401308570921,18
104,3.466666666666667,18,1.2763042095070791,18
105,3.5,18,9.13800251452428,18
106,3.533333333333333,18,2.8407205973311807,18
107,3.566666666666667,17,1.1032356481032883,17
108,3.6,17,0.9307237684154539,17
109,3.6333333333333333,17,0.5495472978272186,17
110,3.6666666666666665,15,8.636112274408381,15
111,3.7,15,1.5754919689477385,15
112,3.7333333333333334,15,1.0126436473617104,15
113,3.7666666666666666,15,0.7374701294725886,15
114,3.8,15,0.504,15
115,3.8333333333333335,14,3.14147068829499,14
116,3.8666666666666667,14,1.4624293368269434,14
117,3.9,15,1.0215751387206307,15
118,3.933333333333333,15,0.5508202708708477,15
